state,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,JJ,Moderna,Pfizer,Administered_Dose1_Recip,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_65Plus,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_18Plus,Series_Complete_65Plus,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Additional_Doses,Additional_Doses_18Plus,Additional_Doses_50Plus,Additional_Doses_65Plus,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,date,tot_case,tot_death,new_case,new_death
UT,2243163,0,2197451,576655,87922,975529,1179712,1305141,0,1272018,308411,827388,0,815476,207306,84744,331023,411620,0,0,0,84645,330891,399939,10637,91078,105591,NA,0,0,0,0,0,0,06/05/2021,399374,2219,395,0
DE,793463,0,784049,309268,35287,320715,437220,467051,0,460708,167132,338973,0,337040,141172,34638,124878,179346,0,0,0,34613,124839,177477,7057,57457,76586,NA,0,0,0,0,0,0,06/05/2021,106401,1629,203,1
SD,720317,0,712190,253473,19426,329105,371773,400536,0,395338,135008,341966,0,338993,124370,19576,151201,171179,0,0,0,19569,151166,168248,2750,64391,57224,NA,0,0,0,0,0,0,06/05/2021,123157,1977,84,1
NH,1159614,0,1149037,451561,52676,497191,609720,831667,0,822464,291408,411500,0,410446,184059,53650,181239,176596,0,0,0,53627,181093,175711,12304,82802,88943,NA,0,0,0,0,0,0,06/05/2021,96134,1311,253,3
IL,9859955,0,9723137,3047089,320948,4181870,5351511,6073821,0,5961680,1733253,4097876,0,4067406,1358086,321438,1644851,2129682,0,0,0,320102,1643130,2102276,48621,633585,674726,NA,0,0,0,0,0,0,06/05/2021,1348176,24483,1778,40
GA,6552673,0,6477391,2202305,146673,2945174,3460379,3786912,0,3734870,1163105,2763645,0,2740319,969997,143854,1218799,1400726,0,0,0,143644,1218569,1377842,18644,546423,404784,NA,0,0,0,0,0,0,06/05/2021,1107068,20294,1213,21
AK,567031,0,553872,135113,15262,253628,298062,310415,0,302911,71684,265869,0,260171,66733,14086,115495,136269,0,0,0,14020,115234,130898,1598,38268,26857,NA,0,0,0,0,0,0,06/05/2021,66004,343,96,1
AZ,5259733,0,5185677,1945344,141937,2308604,2805936,3037050,0,2991032,1043851,2222457,0,2196850,851633,136932,914483,1169967,0,0,0,136841,914315,1144620,26280,418211,406445,NA,0,0,0,0,0,0,06/05/2021,866623,17367,601,7
KY,3240967,0,3209751,1097546,111546,1456885,1672214,1869737,0,1848502,609309,1487289,0,1477652,529589,108808,633509,744718,0,0,0,108752,633429,735218,26078,240692,262661,NA,0,0,0,0,0,0,06/05/2021,449599,7271,611,5
MI,7449790,0,7356162,2618034,240780,3204610,4003128,4365369,0,4297053,1414902,3413191,0,3386434,1277464,245297,1408077,1759283,0,0,0,245175,1407833,1732894,47472,644290,585340,NA,0,0,0,0,0,0,06/05/2021,971134,19533,2181,71
TN,4204260,0,4169274,1583274,113487,1830434,2254078,2399811,0,2375955,844508,1802156,0,1791477,713995,110621,760202,929488,0,0,0,110494,760032,919108,20240,366945,325645,NA,0,0,0,0,0,0,06/05/2021,846130,12244,1206,16
VT,606172,0,600335,231990,27528,267213,310896,367932,0,363217,119820,253677,0,252637,107161,27038,101504,124953,0,0,0,27019,101485,123951,808,52622,53611,NA,0,0,0,0,0,0,06/05/2021,21809,244,57,0
WY,363390,0,360609,137896,11688,176841,174661,198930,0,197156,72909,165555,0,164651,66592,11006,76124,78388,0,0,0,11002,76115,77497,1807,34647,30123,NA,0,0,0,0,0,0,06/05/2021,58527,710,89,0
VA,7043683,0,6935756,2096597,230672,2917667,3893445,4165000,0,4084015,1145145,3048290,0,3021009,989173,229028,1221420,1597249,0,0,0,228336,1219857,1572225,49501,476230,463065,NA,0,0,0,0,0,0,06/05/2021,665332,10874,938,13
WI,4830952,0,4767844,1737606,178461,2069622,2582381,2713044,0,2670966,884712,2183603,0,2164863,826492,171843,883730,1127815,0,0,0,171752,883570,1109329,17471,404794,404138,NA,0,0,0,0,0,0,06/05/2021,664461,7614,793,18
PA,10644951,0,10546295,3921366,369547,4564476,5710652,6601129,0,6520877,2255453,4433300,0,4413954,1705426,374482,1771690,2286913,0,0,0,374308,1771137,2268298,52084,800314,852908,NA,0,0,0,0,0,0,06/05/2021,1172871,26447,2408,57
CT,3398443,0,3341073,1090799,128988,1380322,1888864,2014587,0,1970827,573583,1493571,0,1480762,517422,129051,577458,787002,0,0,0,128943,577185,774575,12646,203338,301418,NA,0,0,0,0,0,0,06/05/2021,342282,8131,711,7
SC,3357973,0,3326137,1381874,102733,1359502,1894681,1921015,0,1899312,754281,1488726,0,1478452,642651,100131,556238,832149,0,0,0,99910,555780,822554,19009,269259,354241,NA,0,0,0,0,0,0,06/05/2021,582600,9507,642,23
WV,1197152,0,1181046,494056,19778,577191,600183,648151,0,638679,260244,561952,0,555725,236683,20786,263125,277963,0,0,0,20760,262994,271893,3412,122352,110874,NA,0,0,0,0,0,0,06/05/2021,155341,2713,385,6
NV,2146595,0,2124853,715253,76506,898920,1171169,1251787,0,1235961,383336,922995,0,917283,328704,75543,367462,479985,0,0,0,75522,367416,474340,15275,157298,156127,NA,0,0,0,0,0,0,06/05/2021,317482,5490,394,3
RI,957795,0,946922,324291,38748,403796,515224,572337,0,563474,171434,415637,0,413815,156850,38561,167413,209657,0,0,0,38547,167392,207870,4960,72605,79283,NA,0,0,0,0,0,0,06/05/2021,149091,2693,207,1
ND,571481,0,564917,188204,22220,251259,298002,302407,0,298690,97431,255367,0,253054,85482,19624,108190,127552,0,0,0,19552,108096,125405,2842,42311,40329,NA,0,0,0,0,0,0,06/05/2021,108341,1499,123,0
NM,1877127,0,1849689,593598,48121,843325,983334,1094583,0,1072906,330554,835272,0,827533,280544,47274,350687,436645,0,0,0,47194,350498,429175,12914,128324,138903,NA,0,0,0,0,0,0,06/05/2021,199054,3977,273,4
MT,783615,0,774448,300605,23284,370385,389736,443989,0,438173,162002,359511,0,356214,145098,22850,164731,171864,0,0,0,22835,164669,168644,5477,70456,69127,NA,0,0,0,0,0,0,06/05/2021,109588,1580,133,2
KS,2085350,0,2063734,740408,60570,960909,1063325,1260478,0,1244058,420502,970096,0,961891,349869,60753,428063,481110,0,0,0,60716,427988,473018,11187,170683,167905,NA,0,0,0,0,0,0,06/05/2021,310348,4999,233,0
WA,6162034,0,6092508,1963195,207311,2636062,3314900,3683465,0,3628783,1038210,2635610,0,2621246,943618,207333,1078880,1348442,0,0,0,207217,1078683,1334392,38195,435255,469544,NA,0,0,0,0,0,0,06/05/2021,410937,5553,1381,14
MD,5006410,0,4936929,1486278,195155,2114604,2693317,3018167,0,2964632,817675,2188349,0,2173177,722031,188951,875738,1122689,0,0,0,188854,875622,1107732,40281,354201,327152,NA,0,0,0,0,0,0,06/05/2021,452035,9388,768,10
OK,2750458,0,2719471,937046,72844,1284367,1393211,1547206,0,1528514,509751,1218612,0,1206942,430467,71976,547615,598999,0,0,0,71937,547476,587507,13076,226790,190595,NA,0,0,0,0,0,0,06/05/2021,450344,7269,207,1
OH,8690074,0,8581117,3107812,306706,3723033,4652167,4820880,0,4750144,1627789,3990903,0,3954628,1491482,296084,1623271,2069130,0,0,0,295978,1623102,2033139,61127,683859,745090,NA,0,0,0,0,0,0,06/05/2021,1080121,19344,1387,0
NJ,7677602,0,7577897,2245994,289504,3312641,4074982,4721500,0,4647086,1277181,3462111,0,3435705,1082699,291795,1383266,1787024,0,0,0,291677,1383073,1760932,66838,507963,507885,NA,0,0,0,0,0,0,06/05/2021,1005938,25740,1413,33
IN,4360742,0,4317748,1656388,140526,1810032,2401180,2501046,0,2470234,855213,1940977,0,1931982,791493,138875,771944,1027210,0,0,0,138795,771867,1018374,16917,396573,376122,NA,0,0,0,0,0,0,06/05/2021,726600,13352,1247,6
AR,1860521,0,1839191,691939,56502,876693,926853,1094338,0,1079580,386450,813144,0,806234,312488,55189,369663,388181,0,0,0,54926,369329,381870,8910,179917,123585,NA,0,0,0,0,0,0,06/05/2021,336948,5757,188,3
MO,4152250,0,4113660,1525624,124962,1638267,2388664,2361539,0,2335059,811620,1796371,0,1786826,699881,125602,690601,980112,0,0,0,125490,690457,970824,25519,319920,354418,NA,0,0,0,0,0,0,06/05/2021,589367,8977,607,1
MS,1626229,0,1617372,639226,45914,782628,796827,939823,0,933811,354398,729619,0,726685,302297,44925,342385,342283,0,0,0,44888,342307,339464,12257,161097,128934,NA,0,0,0,0,0,0,06/05/2021,314195,7344,193,5
TX,19690275,0,19404684,5413299,681375,8629077,10379050,11359643,0,11191267,2886486,8365487,0,8241491,2434357,667167,3509875,4187826,0,0,0,657278,3457850,4125753,194146,1021374,1218657,NA,0,0,0,0,0,0,06/05/2021,2898578,50171,2360,39
AL,2673181,0,2658349,1086952,76854,1278849,1317478,1619783,0,1609043,623086,1201303,0,1196913,509173,78660,537922,584657,0,0,0,78624,537818,580407,23968,269254,215910,NA,0,0,0,0,0,0,06/05/2021,530090,11207,334,9
MA,6588555,0,6489462,1943475,221684,2797174,3569594,4039602,0,3962493,1076768,2745439,0,2722764,922334,222513,1100931,1421974,0,0,0,221852,1099916,1400975,54909,422269,445145,NA,0,0,0,0,0,0,06/05/2021,694769,17656,1161,11
NE,1484345,0,1466189,506716,53552,620412,807795,850815,0,837533,263483,681718,0,676699,240214,53789,269163,358013,0,0,0,53759,269102,353087,3929,116721,119025,NA,0,0,0,0,0,0,06/05/2021,221387,2254,217,5
HI,1264550,0,1249706,415740,22003,446248,702539,766427,0,753386,232888,524415,0,521964,188939,22470,182344,301530,0,0,0,22390,182185,299335,4755,76696,106079,NA,0,0,0,0,0,0,06/05/2021,33309,483,123,1
MN,4576900,0,4512861,1494788,200799,1928190,2447672,2736078,0,2686509,809897,2064938,0,2050035,739036,203040,828280,1033558,0,0,0,202911,828125,1018939,38471,313336,387204,NA,0,0,0,0,0,0,06/05/2021,584227,7297,1651,13
LA,2812519,0,2792560,1077888,93479,1315808,1402237,1534669,0,1522226,555923,1303293,0,1295956,514947,89658,577638,635497,0,0,0,89586,577526,628346,16149,244707,253990,NA,0,0,0,0,0,0,06/05/2021,461210,10425,407,7
NY,16552492,0,16367372,4820099,625200,7046524,8877665,9589582,0,9455571,2634767,7324286,0,7272934,2283154,610796,2960789,3752064,0,0,0,610482,2960272,3701558,123832,1107718,1051247,NA,0,0,0,0,0,0,06/05/2021,1128398,19508,1543,9
ME,1247314,0,1235338,480959,77625,549273,620250,758875,0,748725,260320,573346,0,571496,241086,77492,228430,267369,0,0,0,77462,228403,265581,18282,109997,112793,NA,0,0,0,0,0,0,06/05/2021,63463,794,288,1
OR,3239343,0,3199307,1136371,102269,1394037,1741346,1962341,0,1930609,618543,1391319,0,1382374,557923,101146,577874,712003,0,0,0,100833,577325,703923,33439,255296,269029,NA,0,0,0,0,0,0,06/05/2021,189162,2514,745,5
FL,15893169,0,15776335,7264793,590996,6877863,8397948,9264665,0,9174178,3818484,6664283,0,6638840,3164945,583906,2718450,3353351,0,0,0,583629,2717776,3328861,135589,1589514,1433192,NA,0,0,0,0,0,0,06/05/2021,2218292,36317,4249,54
IA,2495695,0,2468358,911550,96030,1130915,1268628,1421845,0,1403223,474035,1153092,0,1144627,440666,94307,508935,549797,0,0,0,94257,508863,541454,8022,237207,195398,NA,0,0,0,0,0,0,06/05/2021,366946,5980,380,18
CO,4711738,0,4633524,1330986,151391,2107291,2451816,2760181,0,2704671,704809,2045903,0,2022702,617287,149401,875648,1020505,0,0,0,148806,874601,998951,13467,310123,293545,NA,0,0,0,0,0,0,06/05/2021,527035,6345,1412,8
KY,3213684,0,3183616,1093910,110491,1446670,1656206,1860514,0,1839637,608129,1468543,0,1459706,527022,107770,627161,733364,0,0,0,107714,627080,724665,25887,239701,261280,NA,0,0,0,0,0,0,05/05/2021,448988,7266,675,6
NJ,7600716,0,7504009,2237127,286396,3284428,4029417,4692648,0,4619798,1273891,3409035,0,3384122,1076419,288649,1366246,1754114,0,0,0,288535,1366054,1729510,66263,505303,504840,NA,0,0,0,0,0,0,05/05/2021,1004525,25707,2528,49
WA,6099153,0,6031535,1958773,204878,2610740,3279819,3656965,0,3603362,1036416,2597762,0,2584186,940878,204920,1063826,1328080,0,0,0,204805,1063635,1314811,37933,434313,468018,NA,0,0,0,0,0,0,05/05/2021,409556,5539,1437,11
OH,8622766,0,8517522,3099706,303589,3698642,4612514,4800092,0,4730475,1624820,3943605,0,3909853,1486411,293053,1606949,2041231,0,0,0,292947,1606783,2007760,60509,681959,742554,NA,0,0,0,0,0,0,05/05/2021,1078734,19344,1450,0
HI,1264136,0,1249311,415722,21959,446155,702262,766182,0,753149,232868,523984,0,521551,188924,22407,182235,301271,0,0,0,22327,182076,299094,4747,76695,106073,NA,0,0,0,0,0,0,05/05/2021,33186,482,54,1
NC,7266480,0,7175377,2572432,243560,3018537,4004054,4184155,0,4121201,1354812,3242640,0,3214109,1195714,239955,1268924,1733727,0,0,0,239109,1267740,1707226,25968,563011,606710,NA,0,0,0,0,0,0,05/05/2021,973474,13152,1734,17
KS,2070420,0,2049497,738810,60131,956138,1053612,1255546,0,1239368,419855,959289,0,951586,348846,60370,424702,474052,0,0,0,60333,424629,466460,11081,170299,167373,NA,0,0,0,0,0,0,05/05/2021,310115,4999,235,14
MD,5005250,0,4935782,1486173,195143,2114193,2692580,3016656,0,2963152,817537,2185408,0,2170272,721865,188826,874759,1120852,0,0,0,188729,874643,1105931,40269,354143,327056,NA,0,0,0,0,0,0,05/05/2021,451267,9378,578,9
OK,2736824,0,2706229,935305,71997,1277055,1387736,1542386,0,1523854,509082,1209200,0,1197761,429270,71147,542588,595443,0,0,0,71107,542454,584178,12927,226154,190183,NA,0,0,0,0,0,0,05/05/2021,450137,7268,223,2
CO,4649806,0,4575280,1327940,148877,2084823,2414883,2739293,0,2685414,703568,2003556,0,1982406,615393,146948,860160,996103,0,0,0,146369,859195,976501,13267,309281,292694,NA,0,0,0,0,0,0,05/05/2021,525623,6337,1509,16
NY,16353467,0,16178091,4796089,617293,6978289,8754831,9520974,0,9390101,2625909,7190369,0,7145333,2267340,602969,2918274,3668505,0,0,0,602656,2917775,3624290,122551,1101132,1043308,NA,0,0,0,0,0,0,05/05/2021,1126855,19499,1358,19
MO,4118674,0,4081453,1520615,123931,1624200,2370189,2351601,0,2325519,809943,1772468,0,1763840,696387,124610,680746,967056,0,0,0,124498,680603,958684,25341,317902,353120,NA,0,0,0,0,0,0,05/05/2021,588760,8976,629,1
ME,1234253,0,1222909,479934,76608,544706,612775,754763,0,744883,259960,564407,0,562894,240375,76479,225705,262169,0,0,0,76449,225678,260718,18155,109680,112526,NA,0,0,0,0,0,0,05/05/2021,63175,793,318,2
AZ,5216530,0,5143898,1938918,140103,2287089,2786157,3019286,0,2973879,1041332,2196443,0,2171635,847716,135187,901875,1158329,0,0,0,135096,901711,1133777,25885,415773,405375,NA,0,0,0,0,0,0,05/05/2021,866022,17360,742,5
IA,2473624,0,2447228,909459,94906,1123195,1255401,1415061,0,1396844,473408,1137408,0,1129445,439149,93238,502809,541308,0,0,0,93188,502740,533464,7896,236470,194744,NA,0,0,0,0,0,0,05/05/2021,366566,5962,440,2
ID,1108625,0,1108584,426070,31696,492775,583622,617604,0,617488,223178,503359,0,503319,204347,31557,214885,256760,0,0,0,31547,214881,256734,6826,95889,101564,NA,0,0,0,0,0,0,05/05/2021,188435,2052,202,0
MA,6495919,0,6401680,1937634,218946,2768360,3508511,4000616,0,3926718,1074214,2691166,0,2670120,918641,219734,1086105,1385306,0,0,0,219093,1085138,1365868,54458,421119,443053,NA,0,0,0,0,0,0,05/05/2021,693608,17645,1019,6
VT,599965,0,594540,231567,26989,264912,307532,364642,0,360300,119680,250698,0,249693,106886,26538,100681,123298,0,0,0,26519,100662,122331,769,52486,53511,NA,0,0,0,0,0,0,05/05/2021,21752,244,54,1
WV,1189041,0,1173787,492753,19428,574283,595330,645399,0,636053,259764,556086,0,550580,235767,20417,261122,274472,0,0,0,20392,260998,269115,3375,121963,110386,NA,0,0,0,0,0,0,05/05/2021,154956,2707,405,12
IN,4311755,0,4270877,1652033,139290,1791847,2371883,2485048,0,2455088,853742,1908526,0,1900702,788615,137665,758820,1009177,0,0,0,137585,758747,1001508,16683,395145,374946,NA,0,0,0,0,0,0,05/05/2021,725353,13346,1139,10
NE,1470513,0,1453030,505448,53158,615811,798995,847351,0,834238,263082,671170,0,666655,239447,53382,266111,350930,0,0,0,53352,266051,346507,3882,116380,118650,NA,0,0,0,0,0,0,05/05/2021,221170,2249,201,4
DE,793383,0,783969,309251,35281,320691,437170,466826,0,460486,167107,338706,0,336773,141140,34589,124827,179179,0,0,0,34564,124788,177310,7052,57453,76563,NA,0,0,0,0,0,0,05/05/2021,106198,1628,168,2
WY,363149,0,360371,137852,11670,176636,174643,198821,0,197050,72883,165330,0,164428,66553,10983,75951,78359,0,0,0,10979,75942,77470,1803,34616,30119,NA,0,0,0,0,0,0,05/05/2021,58438,710,71,0
MT,777944,0,769063,299796,23020,368286,386435,442048,0,436324,161676,355672,0,352565,144601,22596,163401,169613,0,0,0,22581,163342,166580,5429,70269,68867,NA,0,0,0,0,0,0,05/05/2021,109455,1578,140,1
MS,1625364,0,1616512,639189,45911,782480,796113,939012,0,933008,354351,728948,0,726021,302229,44898,342100,341924,0,0,0,44861,342022,339112,12256,161048,128916,NA,0,0,0,0,0,0,05/05/2021,314002,7339,190,4
OR,3207617,0,3169030,1132889,100864,1383529,1721580,1947073,0,1916301,616899,1373067,0,1364636,555796,99753,572083,700943,0,0,0,99445,571558,693347,33120,254339,268183,NA,0,0,0,0,0,0,05/05/2021,188417,2509,806,1
FL,15721876,0,15610821,7241663,566215,6831388,8298449,9184860,0,9096940,3807015,6553069,0,6530728,3149911,559590,2687726,3297365,0,0,0,559317,2687056,3275969,130797,1584943,1427640,NA,0,0,0,0,0,0,05/05/2021,2214043,36263,4581,58
TN,4150612,0,4116852,1574646,112086,1807778,2224650,2385694,0,2362274,842691,1763967,0,1754054,707718,109266,743697,909212,0,0,0,109141,743537,899586,19993,363384,323206,NA,0,0,0,0,0,0,05/05/2021,844924,12228,852,11
AR,1845530,0,1824878,689890,56195,869813,919058,1088927,0,1074441,385667,803294,0,796779,311197,54869,364885,383433,0,0,0,54610,364579,377485,8850,179180,123096,NA,0,0,0,0,0,0,05/05/2021,336760,5754,298,2
LA,2733787,0,2715921,1067083,91958,1272047,1368806,1508346,0,1496877,552474,1252525,0,1246283,507784,88230,546516,617291,0,0,0,88158,546413,611225,15986,240270,251431,NA,0,0,0,0,0,0,05/05/2021,460803,10418,466,13
MN,4535336,0,4473290,1491663,199150,1914659,2421288,2720057,0,2671467,808594,2037853,0,2023972,737133,201393,819353,1017047,0,0,0,201264,819204,1003444,38292,312652,386164,NA,0,0,0,0,0,0,05/05/2021,582576,7284,1241,17
NH,1159614,0,1149037,451561,52676,497191,609720,831667,0,822464,291408,411500,0,410446,184059,53650,181239,176596,0,0,0,53627,181093,175711,12304,82802,88943,NA,0,0,0,0,0,0,05/05/2021,95881,1308,167,1
AL,2670926,0,2656147,1086495,76794,1277562,1316570,1618791,0,1608079,622880,1199064,0,1194709,508783,78572,536443,583989,0,0,0,78536,536340,579773,23944,268994,215806,NA,0,0,0,0,0,0,05/05/2021,529756,11198,585,8
VA,6947022,0,6844398,2087491,227132,2883370,3834642,4129315,0,4051199,1142151,2989861,0,2964930,983536,225698,1199668,1563908,0,0,0,225023,1198201,1541121,49077,473425,460662,NA,0,0,0,0,0,0,05/05/2021,664394,10861,856,17
IL,9748918,0,9617634,3034074,317383,4141709,5284342,6031482,0,5922156,1728491,4025554,0,3997966,1349988,317867,1620573,2085252,0,0,0,316555,1618933,2060623,48069,630281,670502,NA,0,0,0,0,0,0,05/05/2021,1346398,24443,2410,33
SC,3329233,0,3298370,1378489,101193,1346336,1880647,1911054,0,1889765,753026,1469399,0,1459702,640318,98631,547561,823000,0,0,0,98416,547146,813933,18749,268275,353153,NA,0,0,0,0,0,0,05/05/2021,581958,9484,607,15
NM,1860755,0,1833723,591438,47593,834306,976547,1089796,0,1068380,329891,823264,0,815681,278981,46755,344351,431504,0,0,0,46675,344166,424186,12790,127491,138304,NA,0,0,0,0,0,0,05/05/2021,198781,3973,205,2
SD,716196,0,708262,253068,19308,327599,369276,399483,0,394325,134837,338709,0,335889,124059,19442,150050,169208,0,0,0,19435,150015,166430,2723,64280,57051,NA,0,0,0,0,0,0,05/05/2021,123073,1976,99,3
CT,3361098,0,3306046,1088123,127727,1368557,1864550,2002749,0,1959823,572545,1467107,0,1455756,515566,127775,569842,769432,0,0,0,127667,569570,758461,12384,202789,300373,NA,0,0,0,0,0,0,05/05/2021,341571,8124,609,7
RI,951345,0,940638,323584,38576,400440,512302,569788,0,561057,171177,411681,0,409896,156430,38363,165218,208094,0,0,0,38349,165200,206341,4940,72447,79041,NA,0,0,0,0,0,0,05/05/2021,148884,2692,241,0
NV,2122615,0,2101882,713063,75150,891022,1156443,1243235,0,1227782,382440,906669,0,901579,327216,74251,362194,470219,0,0,0,74231,362151,465192,15078,156663,155471,NA,0,0,0,0,0,0,05/05/2021,317088,5487,373,7
ND,569428,0,563002,187999,22088,250531,296809,301577,0,297897,97327,254181,0,251945,85361,19493,107795,126892,0,0,0,19421,107702,124821,2818,42255,40288,NA,0,0,0,0,0,0,05/05/2021,108218,1499,137,2
CA,31670889,0,31168791,9019303,1120900,13905949,16640388,19786567,0,19395153,5130266,12808631,0,12695005,3928983,1111452,5382033,6314303,0,0,0,1107526,5375459,6211180,115840,2048843,1763888,NA,0,0,0,0,0,0,05/05/2021,3646729,60862,1388,97
MI,7373940,0,7283921,2609670,237726,3179193,3955757,4339865,0,4272567,1411598,3359000,0,3334873,1271854,242208,1391210,1725056,0,0,0,242088,1390977,1701284,46878,641857,582761,NA,0,0,0,0,0,0,05/05/2021,968953,19462,2411,50
PA,10531067,0,10436166,3901910,361626,4516863,5652308,6550777,0,6472829,2247560,4363781,0,4345843,1693213,366701,1743686,2253181,0,0,0,366531,1743154,2235949,50949,794103,848041,NA,0,0,0,0,0,0,05/05/2021,1170463,26390,2729,56
WI,4786435,0,4725162,1733080,176923,2051412,2557619,2701279,0,2659730,883426,2151497,0,2134010,823666,170347,871363,1109577,0,0,0,170257,871208,1092338,17221,403442,402918,NA,0,0,0,0,0,0,05/05/2021,663668,7596,775,14
GA,6550721,0,6475453,2202145,146605,2944035,3459634,3785099,0,3733083,1163002,2761702,0,2738402,969880,143650,1218085,1399708,0,0,0,143440,1217856,1376849,18631,546364,404743,NA,0,0,0,0,0,0,05/05/2021,1105855,20273,1018,32
TX,19519836,0,19241170,5397115,675671,8556071,10287334,11306814,0,11141826,2944295,8247643,0,8127294,2550172,661708,3458123,4127206,0,0,0,652052,3407662,4066982,204600,1069252,1276132,NA,0,0,0,0,0,0,05/05/2021,2896218,50132,2504,39
AK,564720,0,551680,134946,15085,252528,297030,309518,0,302048,71598,264565,0,258953,66624,13913,114970,135663,0,0,0,13849,114710,130375,1570,38222,26822,NA,0,0,0,0,0,0,05/05/2021,65908,342,146,0
UT,2225385,0,2180883,575459,87160,968302,1169923,1298408,0,1265818,307897,815952,0,804709,206647,83997,326366,405588,0,0,0,83901,326237,394570,10565,90825,105257,NA,0,0,0,0,0,0,05/05/2021,398979,2219,480,2
CA,31468937,0,30976425,9005563,1116334,13830580,16518449,19712296,0,19325672,5124925,12676173,0,12567383,3920271,1106863,5330587,6237909,0,0,0,1102955,5324177,6139439,115296,2044556,1760020,NA,0,0,0,0,0,0,04/05/2021,3645341,60765,1349,2
MT,774946,0,766218,299418,22859,367149,384738,441030,0,435391,161512,353547,0,350507,144342,22434,162578,168474,0,0,0,22419,162519,165508,5377,70160,68769,NA,0,0,0,0,0,0,04/05/2021,109315,1577,223,3
NJ,7518475,0,7424780,2227350,283312,3255700,3978988,4660766,0,4589724,1270161,3354569,0,3330898,1069776,285592,1347171,1721781,0,0,0,285480,1346981,1698415,65650,502089,502024,NA,0,0,0,0,0,0,04/05/2021,1001997,25658,1004,42
AK,563184,0,550248,134853,14907,251926,296274,308846,0,301403,71543,263754,0,258220,66575,13827,114627,135281,0,0,0,13764,114368,130069,1563,38206,26796,NA,0,0,0,0,0,0,04/05/2021,65762,342,84,0
AZ,5193862,0,5121843,1935049,139306,2274006,2777430,3009821,0,2964712,1039949,2183095,0,2158606,845298,134438,894007,1153622,0,0,0,134350,893847,1129382,25680,414154,404791,NA,0,0,0,0,0,0,04/05/2021,865280,17355,701,11
PA,10438087,0,10346341,3884346,356189,4477713,5603921,6509831,0,6434109,2240583,4308237,0,4291203,1682434,361367,1719750,2226909,0,0,0,361202,1719235,2210558,50141,788729,843444,NA,0,0,0,0,0,0,04/05/2021,1167734,26334,3220,58
ND,567924,0,561645,187857,22023,249876,296025,300916,0,297319,97256,253372,0,251194,85276,19426,107442,126503,0,0,0,19355,107350,124488,2805,42211,40260,NA,0,0,0,0,0,0,04/05/2021,108081,1497,169,3
TN,4116429,0,4083649,1568999,111395,1793812,2205269,2376198,0,2353090,841315,1740456,0,1731192,703822,108597,734411,895699,0,0,0,108475,734258,886712,19844,361200,321671,NA,0,0,0,0,0,0,04/05/2021,844072,12217,655,13
KY,3196561,0,3167369,1091589,109796,1440953,1645498,1855240,0,1834623,607347,1456343,0,1448128,525410,107098,623508,725493,0,0,0,107044,623428,717413,25738,239028,260492,NA,0,0,0,0,0,0,04/05/2021,448313,7260,695,3
NM,1852022,0,1825286,589942,47210,829091,973439,1086281,0,1065074,329396,817718,0,810221,277925,46386,341133,429554,0,0,0,46306,340951,422319,12722,126860,137954,NA,0,0,0,0,0,0,04/05/2021,198576,3971,204,10
MD,4946283,0,4879636,1481132,193213,2095233,2654578,2995467,0,2943415,815572,2147415,0,2133622,718693,187000,863344,1096122,0,0,0,186903,863232,1082540,39949,352789,325566,NA,0,0,0,0,0,0,04/05/2021,450689,9369,679,12
VA,6888785,0,6788704,2082258,224617,2860919,3801379,4107915,0,4031208,1140257,2952623,0,2928815,980106,223288,1185051,1543700,0,0,0,222631,1183628,1521974,48697,471901,459137,NA,0,0,0,0,0,0,04/05/2021,663538,10844,842,21
WA,6056250,0,5990097,1955964,203821,2594739,3254026,3637897,0,3585327,1035260,2573072,0,2559912,939155,203815,1054118,1314224,0,0,0,203700,1053932,1301366,37770,433690,467090,NA,0,0,0,0,0,0,04/05/2021,408119,5528,1078,21
TX,19350193,0,19077882,5379035,669509,8488397,10191527,11253017,0,11091144,2930286,8130177,0,8013226,2513851,655711,3412071,4061789,0,0,0,646279,3362989,4003361,202746,1055012,1255905,NA,0,0,0,0,0,0,04/05/2021,2893714,50093,4153,46
DE,787056,0,777972,308539,34265,319365,433188,464102,0,457918,166777,334001,0,332225,140603,33586,123974,176333,0,0,0,33562,123939,174616,6909,57332,76291,NA,0,0,0,0,0,0,04/05/2021,106030,1626,189,0
ID,1102927,0,1102886,425324,31485,490645,580274,614283,0,614168,222765,500882,0,500844,204004,31354,213459,255915,0,0,0,31344,213455,255891,6789,95668,101480,NA,0,0,0,0,0,0,04/05/2021,188233,2052,209,0
SC,3317032,0,3286668,1376969,100471,1341507,1873997,1906089,0,1885034,752377,1461521,0,1452107,639286,97905,544689,818718,0,0,0,97694,544289,809915,18629,267894,352621,NA,0,0,0,0,0,0,04/05/2021,581351,9469,429,2
